id,takeout,delivery,outdoor_seating,drive_thru,accesibility,alcohol,dietary_restrictions,catering,counter_service,good_for_kids,wi_fi,credit_card,groups,accept_reservation,rating
sOi4BjvBZHX40f72XukcVg,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3.5
Ghn6flCdNlOchzLA29tkjQ,1,1,0,0,0,1,0,0,0,0,1,1,1,0,4
DQDZQp-THbeWE1uQ7CNZ5w,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5
m6Vh91eon5-9qP2D34irWQ,1,1,1,0,1,1,0,1,0,0,1,1,0,1,3.5
CN7jokrm2N1-xonoSaBhNw,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3.5
9qbBrS6IjXLh_d2BNIeGqw,1,0,0,0,0,1,0,0,0,0,1,1,1,1,4.5
aYrmK2xwh2iIZB4taWNwtg,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.5
BXPhwXch2RPXOSA0HIsldw,1,1,0,0,0,1,0,1,0,0,0,1,0,1,4.5
lmQEIb_gWJ5uaMGd_DpF-w,0,0,1,0,1,1,0,0,0,0,1,1,1,0,3.5
2EWsaJdeedx_-my5fYEg9A,1,0,0,0,1,1,0,1,0,0,0,1,0,1,4
lTjKirWEXIAusvongL_mgw,1,1,1,0,1,1,0,1,0,0,1,1,0,0,4.5
b05wG00_-dkmREglAsCbfA,1,0,1,0,0,1,0,0,0,0,1,1,1,0,4
EsrLwzu66nah5pnSGwsMyA,1,1,1,0,0,1,0,0,0,0,0,1,1,1,4.5
DqxSNLrBGwu0WIglOAWZnA,1,1,1,0,0,1,0,0,0,0,1,1,1,0,5
DBMesx4TgOFLe2kLVu24Yw,1,0,1,0,1,1,0,1,0,0,1,1,1,1,4.5
c6qTaf6hx_4SjgLNU4oh-g,1,0,0,0,1,1,0,1,0,0,1,1,1,1,3
LGpDKAfreTNqCFztdAwLDw,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3
8vxsHokyDNdXNOywQalJfg,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3.5
xmHRpcFzeV3TbnhB7PAlZQ,0,0,1,0,0,1,0,1,0,0,1,1,1,1,3.5
GpEEc2ErQ2TgQk5sGYx9aw,1,0,0,0,0,1,0,1,0,0,1,1,1,0,4
5GctUoyvvfVS43ZMWtLKFA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5
Ve97h3uXRrm3jAhJmIyTag,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3.5
xk8Uo9ivXjafCuljbNI_4A,0,0,1,0,1,1,0,1,0,0,0,0,0,1,4
ClPyuoDPOpIPutkhN62E7Q,1,0,0,0,0,1,0,0,0,0,0,1,1,0,4
Yu_QofgDAjn__QsMi5Wudg,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4
awOKeCwbzutECzI4R6JGFg,1,0,1,0,1,1,0,1,0,0,0,1,1,1,4.5
j-Akv5AL-z1vuM04oJRc8Q,1,0,1,0,0,1,0,1,0,0,1,1,1,1,3.5
6Dl208HmUExucqpRMFxBvg,1,0,0,0,0,1,0,1,0,0,1,1,1,1,3.5
aDatT6ZyfzHtTBIk-33ntg,1,1,0,0,1,1,0,1,0,0,0,1,0,0,4
-V4aH1YR67gdcakjCjU0bg,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3.5
agO0uoHBr4kBPSsZf1SCIA,1,0,1,0,0,1,0,0,0,0,0,1,1,0,3.5
iwMh1EuW_xRWX0-mA-Vz_w,1,1,1,0,1,1,0,0,0,0,1,1,1,0,4
e-HEkbC0BDB-e5ju4VDFlg,1,1,0,0,1,1,0,1,0,0,1,1,0,0,3
140trrDRmr0oKHY_AmVmyA,1,0,1,0,0,1,0,0,0,0,0,1,1,1,4
KTl3dH_1t4PLts01K5WQeA,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3.5
P1vCBBnssjYts-5wsG2LkA,1,0,1,0,0,1,0,1,0,0,0,1,1,1,2.5
XylObKandNdgPcvqdbA64w,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3.5
Iqr0Ysy5cS4j_a3cq_YWXw,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3
gYexMTI3GFDwFLvkz1ukBA,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3.5
CN6QlJEL7jC1NRrSE1fFEg,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.5
s6bVg8O4OUumsFn1RCS66g,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2
6kMEt2jDpFHIt2fFuVczEw,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4.5
G5sMILBHK-4Qh9gam6GcAg,1,1,1,0,1,1,0,1,0,0,1,1,0,0,3.5
q1VOESxR99qJvpubnNxyJQ,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3
f9C3eDtfbQrFklCCLDFuaQ,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4
d0kmmhxGXPUvOiY7w9-9Jw,1,1,0,0,1,1,0,0,0,0,1,0,1,1,3
FsVo3IKsjTC-2vhuSlvz2w,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3
q2D6_s1ggTolRx0wZj4Mww,1,0,1,0,0,1,0,1,0,0,1,1,1,1,3.5
vDU_pwTCyHBPs-JoklOMWQ,0,0,0,0,0,1,0,1,0,0,1,0,1,1,3.5
-HbvKXJ7yMsOefB6SHd3KA,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2.5
uaX9PVE4ZIQ5L02rdmWqbA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
aPwcuk58Qa7L4YMUYeMnaA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
ToXXzuswqzq1gRq1wbFdiQ,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4.5
g5J3EkiaC1AggoxVeXC6xA,1,1,1,0,1,1,0,1,0,0,1,1,1,0,3.5
AP6BBC-ZM4ngscU7p4Bnxg,1,1,1,0,0,1,0,0,0,0,0,1,1,0,4
78a1s_wc2X2-JG5y_EdXGA,1,1,1,0,1,1,0,1,0,0,1,1,0,1,4.5
xonkkdH5K7EWAMptMveb6g,1,1,0,0,0,1,0,1,0,0,1,0,1,1,4
REoc41HnJEUPcwgDpyXnQg,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.5
3zcgbQZrglhmv7N2YY_wcg,1,1,1,0,1,1,0,1,0,0,0,1,0,0,4
KAksgCMLkJyEbrB6hfuVew,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4
MmkXMri0Bd0VRsNSEiOJ8Q,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2.5
XFY-rv032rtKYNYVRWqQaA,1,0,0,0,0,1,0,1,0,0,1,1,1,0,3.5
e8rmWzn0xD34dslXQ3pj5w,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3.5
XHymROVBoa8cYcj2iWs6gg,1,0,1,0,0,1,0,0,0,0,0,1,1,1,4
2QdJ5-7mD5FgMBsu5u-56w,1,1,0,0,1,1,0,1,0,0,0,1,0,1,3
YvAxHHI9Fkatv-NTnbmKkQ,1,0,0,0,0,1,0,1,0,0,1,1,1,1,4
M1q0l_VuI6MqRYLWGVhCCw,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3.5
VK7iPt8e77e61SC7HraJaw,1,1,1,0,1,1,0,1,0,0,1,1,0,0,4.5
2I0GtFcDwEQv6-fruMxNng,1,1,1,0,1,1,0,1,0,0,1,1,1,0,3.5
BK3KoKtev1h8e_GfmcD-iw,0,0,0,0,0,1,0,1,0,0,0,1,1,1,4
nfDNbJ3eWwudtQCyp2EpSw,1,1,0,0,0,1,0,1,0,0,0,1,1,1,4.5
5nI_912f0q-JePcg8M4EcQ,1,0,1,0,0,1,0,0,0,0,0,1,1,0,3.5
ETmKh-CYqcbwkhAjXaAYhQ,0,0,1,0,0,1,0,0,0,0,1,1,1,1,3
p8V4zEEYZvZnZh9f8k5KZA,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3.5
D1WqtPVxtjMQxH9FsomAXw,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4.5
mc9V_wG4QyRYew9_S8R44A,1,0,0,0,1,1,0,0,0,0,1,1,1,1,4.5
R6iTM2WeyCCFS4bLMNWvKA,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3.5
NXq1TC8CjIQ_2HWMSoN2Mg,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3.5
bZ2mNCf64JlX-_U5eDOcQg,1,0,1,0,1,1,0,0,0,0,1,1,1,1,4
E_ac8Q20OJD9L8cafCBKaQ,0,0,1,0,1,1,0,1,0,0,0,1,1,0,4
g-dN_BYIJ_PPDzoexApk1A,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.5
sU4GyBIMto_k5ffoTHSxnA,1,0,1,0,0,1,0,1,0,0,0,1,0,1,3.5
yE8r8JXplgnr4XxRivkdLw,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
pzZpptEBG6Yc4eI6GeScow,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3
qM2gfO-cqpDzxmIX-XzuWA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4
vXQLdqB-stL2JTP5AsPVaA,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4
bspbvVY7GH6AVOKYevJTxA,1,0,1,0,0,1,0,0,0,0,1,1,1,1,4
8BbydLrnhCZQELr_WiNxRg,1,1,0,0,1,1,0,1,0,0,1,1,0,0,4
feWbeHR9_O0yhxJqmyACXw,1,1,0,0,1,1,0,0,0,0,1,1,1,1,4
Mm9zXIgMQMzgDt4GShSWrw,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3.5
TMBbCDQG6bENJoQSST0XiA,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4.5
c-vU89IMyKbDxPg0YMSVxQ,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2.5
jtcsbp7trZmXEIaClV7waQ,1,1,1,0,1,1,0,1,0,0,1,1,0,1,4
gbw5wqRVjeyCEExrM0RPmA,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5
VlqngN60qoCeOlUvWXD4qg,0,0,1,0,1,1,0,1,0,0,1,1,0,1,4.5
5qVt5XufPXTztxneUzUriw,1,0,1,0,0,1,0,1,0,0,1,1,1,0,3.5
Qq05RJMWUHS_c0lHAoxsng,1,0,1,0,1,1,0,0,0,0,1,0,1,1,4
AvT60oEgrncToOSrETmkLg,1,1,1,0,1,1,0,1,0,0,1,1,0,1,4
KBeedFQXL6VceunuHv4wvg,1,0,1,0,1,1,0,1,0,0,1,1,0,0,5
Nm2WYUx-B_ZJgposzeFJVQ,1,1,1,0,0,1,0,0,0,0,0,1,0,0,4
v5ZgpkvFSJAstG5UJKqp5w,1,1,0,0,0,1,0,0,0,0,0,1,1,1,3
535HzcJ9JTj6tCaZbA0uBA,0,0,1,0,1,1,0,0,0,0,1,1,1,1,4.5
ajFL2FsdDZQwwpiOVeh1nQ,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
j8c8WFqySY1eybnkJfgjSg,0,0,1,0,1,1,0,0,0,0,1,1,0,1,4
A7jnPMErUKF4SI4JzCk3hQ,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3
9XywDZ4a9dEj4iC233-mpg,1,0,1,0,0,1,0,0,0,0,0,1,1,1,5
FfNqZitGYvBdBNxRfG-ang,1,0,0,0,1,1,0,1,0,0,1,1,0,0,4.5
pKONQc8eYlnF0L54YpJdQQ,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4.5
wMIKAWrfbL-Gq68JOQfzlQ,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3
EZPoTcVz4QI8F0hEnDCNvw,1,0,1,0,1,1,0,1,0,0,1,1,0,0,4
TPTNJQ68aEP55J17UI-wKQ,1,0,1,0,0,1,0,1,0,0,1,0,1,1,3
il0ApCKeAdg5ooKlLRJ3Jw,1,0,1,0,1,1,0,1,0,0,0,1,1,0,4
xL6hk1STsl9t14gxNTfPww,1,0,1,0,0,1,0,1,0,0,0,0,1,1,3.5
A3nANRlcfW1rqIgJQ9QJ8A,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3.5
Qo14LZITJ4fIhSdqOVsm6w,0,0,1,0,0,1,0,1,0,0,0,1,1,0,4
5UN1B7XqZohGuULLNlWL1A,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3.5
IcqvNEGpi94KcvpS_wUBRQ,1,1,1,0,1,1,0,1,0,0,1,1,1,0,4
arjkq9xxhTjwmncEsXNRmQ,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2.5
-i_Q3Zo1SxqoQu75T9nNjw,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4
6djwQL1FOoe0SZONQHjhrw,0,0,0,1,1,1,0,0,0,0,1,1,1,1,4.5
zwcWzqineLPY4qDhCJ2Jtw,1,1,0,0,0,1,0,1,0,0,1,1,1,0,2
5sMLpgOcdxrCt8QHQEQz8A,1,0,0,0,0,1,0,0,0,0,0,1,0,1,4
UTp0yIaYklWD5BbQKz_85A,0,0,1,0,1,1,0,0,0,0,0,1,1,1,3.5
l4NMUdcG70fpwpp36wpnvw,1,0,0,0,1,1,0,1,0,0,1,1,0,1,4.5
ylV4wFE6qVcYPKZU5LBjaQ,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2
1YQDxTk1Uy0sytD4Zs7UOQ,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4.5
WYUapnmiKtE0R4I7VmO-UQ,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4
Hl_vXTiYLozWo7T9Cq17vw,0,0,1,0,1,1,0,1,0,0,0,1,0,0,5
XswkvtCnlcosB_8GXkI5lQ,1,0,1,0,0,1,0,0,0,0,1,1,0,0,4
cX-EgImZhF12MiayVcE_eg,1,0,1,0,0,1,0,0,0,0,1,1,1,0,3
Pz4BjuaA6cjF0FeC6j-dmw,1,0,1,0,1,1,0,1,0,0,1,1,1,1,3.5
Vtnc-ohMEUKN3yTIYefnwQ,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4
ZCj5o6j6_0JjGOe04WoLsg,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4
gnpyyeWQ53WlDMJEq-YA_w,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
IeRc7-2R4a21yr9nga3GXQ,1,1,1,0,1,1,0,1,0,0,1,1,0,0,4
_oRpJmQchbbEGEn3Xo8OPg,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3.5
IljCDlZnTftfZEruqa4sRQ,0,0,1,0,1,1,0,0,0,0,0,1,1,0,4
9N-XAq_LjfCXL2tFp2rbKg,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4
Du0waRmHch08QABPLIQcMw,1,0,1,0,0,1,0,1,0,0,1,1,1,1,4
noUma64stIOSYAQ1GIIFjw,1,0,1,0,1,1,0,0,0,0,1,0,1,1,3.5
S_jfDqc2TUhkraTpeZgqjg,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4.5
Q08nz8Y6VEDPyho_yJgimA,1,1,1,0,0,1,0,0,0,0,1,1,1,0,3.5
rbddEDXRIVu7MyTyEEYp9g,0,0,0,0,0,1,0,1,0,0,0,1,1,1,4
ymvcFCWLCitr2AQoA4gV-g,1,0,1,0,1,1,0,0,0,0,1,1,1,1,3.5
tH7Nv-Pnu4DnZbQR1EyFZw,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3.5
wOEoIHeIsrxrYEbu849sFw,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
KKvBtvPqIDnICXHlCeAcLg,1,1,0,0,0,1,0,1,0,0,0,0,1,1,3.5
RMYjaB5krFGCtlOLf5TBwQ,1,1,0,0,1,1,0,1,0,0,1,1,1,0,5
uxHR2GuFsVYPi0H5wi89XA,0,0,1,0,1,1,0,0,0,0,0,1,0,1,4
Oo9jD4_U2lXJR7J98ixwUw,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4
URURwZcedT6sAXbeTuxgOA,1,0,1,0,1,1,0,1,0,0,0,1,1,1,4
tOOVfgPDKtt-YauqIIUx4g,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4.5
3vhljSbG_DBz0qTI-D9F_Q,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3.5
AZw33EfufAZde7EWH58q2Q,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3
l_slvEnh4v3W8BXF1gYlcQ,1,1,1,1,0,1,0,0,0,0,1,1,1,1,3.5
YuatbQ1sfTFnmfgjzVDv-g,1,1,1,0,0,1,0,0,0,0,1,1,1,1,4
hxPnlWZmirx7neooZykmtg,1,0,1,0,1,1,0,0,0,0,1,1,1,1,5
OfU61RvECnaAbiVDjZ7l8w,1,0,1,0,0,1,0,0,0,0,1,1,1,0,4
Q4_uwzXOKX5jv1I6SBR9ig,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3.5
vGfLtdrt2UsY12cdc4KTxg,1,0,0,0,0,1,0,0,0,0,0,1,1,0,4.5
t-QOrQE2gTcyirI0LqZ8mw,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4
qKsVXj2c7Y0fswK_qnX1Cg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
mvKlPMm5lje74U_dt2kMrA,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3
LCe82GYjmurPRryq0H2xLQ,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3.5
RpFCCPbTSDWFL_nT7KKLvg,0,0,1,0,0,1,0,1,0,0,0,1,1,1,3
8rBYBu7loRsufEDK0MpHuA,1,1,0,0,1,1,0,1,0,0,1,1,0,0,4.5
rOZ-_gjeLsjkdkyh1D8y_g,1,0,1,0,0,1,0,1,0,0,0,1,1,1,4
B92uCw3374cpuHZSACv0YA,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3
U7XQ4-xZf-3a5diuDILpFA,1,1,1,0,1,1,0,0,0,0,0,1,0,0,3.5
0EbYHXAKFo9IsFhmZHD1Nw,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4
WB-eQAgw88fbr15eY761CA,1,1,0,0,1,1,0,1,0,0,0,1,0,0,4.5
LqYfBxumubOTRruzk9Z4zw,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3
Lpzofxs_5GdRKIfvFcjTjg,1,0,0,0,1,1,0,0,0,0,1,1,0,1,3.5
ILUd8DXxX21FOgUmE4bTLA,1,0,0,0,0,1,0,0,0,0,1,1,0,1,4
zV71Cfo4_jnkpr5_KH2HWw,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3
SG7g4cJFjgWtODi28W4eaw,0,0,1,0,1,1,0,1,0,0,1,1,1,1,4.5
vct_4fPODfMT8jgWVRuHHQ,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3.5
vpLMV6pHa1oI71jYaCVFzA,1,0,1,0,0,1,0,1,0,0,1,1,1,1,4
qtpCkLWroPS2yg8aJ0kpVw,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5
QuMaU01gDe-2evRISa_0Jg,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3
GdIYSvhK6eiD306HkW6zxQ,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2
tELoGj2QJYYFQ1jo_XXbpA,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.5
vRMWJbhvO541Kk1ArerGzA,1,1,1,0,0,1,0,1,0,0,0,1,1,1,4
kmAk-B3e0YJ8LGEgV4Q3bA,0,0,1,0,0,1,0,0,0,0,0,1,1,0,4
2QGyW4T6E_4iSltdx9i2RQ,1,1,0,0,1,1,0,0,0,0,1,1,1,1,3.5
tkyHFPJ3dBsjE2hA_tk_sQ,1,0,0,0,1,1,0,1,0,0,1,1,1,1,4.5
NrKVh-Y8Sfu9-He9988DBQ,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3
Umywf9wstVwg30wROIrL_Q,1,0,1,0,1,1,0,1,0,0,1,1,1,1,4.5
KhKcgF3zi6J_M6HBzkFkLg,1,0,1,0,0,1,0,1,0,0,0,1,1,1,4
SGPYov8J5Yl-UTo8Yogl1w,1,0,1,0,0,1,0,1,0,0,1,1,1,1,4
X0Dpf6yaN5wfEVcKwB_pIQ,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3.5
AQnHRUKqYb8ovUTmLKyJAg,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3.5
cwztA-VjDqv4c5GmuqepOA,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3.5
TFjkMytVrHIPPRIo3-BtKw,1,1,1,0,1,1,0,0,0,0,1,1,1,1,3.5
RUxl01tNeQtSZ2gFJPR3LA,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3.5
r1qCBVQ66vfD4xiqVZOaXA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3
1Hd-0f0gWvI7y9CI_3kFVg,1,0,1,0,1,1,0,0,0,0,0,1,1,1,3.5
z5nU7jIyr-_Hv5ZDH0nY1A,1,0,1,0,0,1,0,1,0,0,1,1,1,1,3.5
GO_skt70UblyW4gYss2-EQ,1,1,0,0,0,1,0,0,0,0,0,1,1,1,3.5
jtGa9fA-s-dxzGkHU0od6g,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3
enHBhSnq0jS-xFfOpIZg-Q,1,0,1,0,1,1,0,1,0,0,1,1,1,1,3
vYv9PhpNZGhrU8t_pvdlCw,1,1,1,0,1,1,0,1,0,0,1,1,0,1,4.5
uoP-KzE_rH16Uq03-iu66g,1,1,1,0,1,1,0,1,0,0,0,1,0,1,4.5
mhm7pNRVZhSr3RBo9Y2NSQ,0,0,0,0,1,1,0,0,0,0,1,1,1,1,4.5
VbLfqHIE35qdHvtmaX6MDA,1,0,1,0,1,1,0,0,0,0,1,1,1,0,4
jOpBrpqfkzuReEPi_NxjeA,0,0,1,0,0,1,0,0,0,0,0,1,1,0,4
x8H-yQUbbeaC28Sj4cqy4w,1,0,0,0,1,1,0,0,0,0,1,1,0,0,3
aZb8pOxbcj8Aft5RtPf7_g,1,0,1,0,0,1,0,0,0,0,0,1,1,0,3
jKPqzmOcwqfYBqSk7DS3oQ,1,0,1,0,0,1,0,0,0,0,1,1,1,1,4
xYt01b3U9wTPe1Ysx1-u7Q,1,1,1,0,1,1,0,0,0,0,1,1,1,0,3
iRTwUQk4fIgUUAWa101r1w,1,1,1,0,0,1,0,0,0,0,1,1,1,1,4
i89mbAOMy4HVJRllmIKyzQ,1,1,1,0,0,1,0,1,0,0,1,1,1,0,3.5
1zAQ7CGZXnIkUXFinHcFhg,1,1,1,0,0,1,0,0,0,0,1,1,1,1,3.5
0FitysDUUCptqQY8K0nBYw,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5
bBZfjQQb_14_GSWlZ-dm5A,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3
Ve5zx8XJN60-ohKUOGwQJg,1,0,1,0,1,1,0,1,0,0,1,1,1,0,4.5
8mI2lAGLKu4irfjsevMlLA,1,1,1,0,0,1,0,0,0,0,0,1,1,0,3.5
vDRbIZgQkohfjt2ctVLn1w,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3
fbSJAh28V9BuriO7VlO2nA,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3.5
-nb8_qHFjnYgQAYbkZ_yDw,1,1,0,0,1,1,0,0,0,0,1,1,0,0,5
20h7r_Rv_gnLibkJgYXRww,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2.5
NsmuVeQ0znxG2nq9T5uGug,1,1,1,0,1,1,0,1,0,0,1,1,1,0,4
EVBon3CYRXXhbhkrVYfDWA,1,0,1,0,0,1,0,0,0,0,0,1,1,1,3
W5bv6NXTsJzzyx_lhAVMMg,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3.5
23nqw3NV4TZLA6wVCZlU5g,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2.5
iwmW2mgcn2YdirXUHCsgXQ,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3.5
ZkaR95U6qhiyAklKUaQXtQ,1,1,0,0,1,1,0,0,0,0,1,1,0,0,4.5
OjPNpLY7PQVYyIkC2SjydA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.5
6w6wDhgTzteP1tCBvK6fnw,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2.5
mq8iNBD77TP6eWfFIQO5rQ,1,1,1,0,1,1,0,1,0,0,1,1,1,0,4
L0zMk5SXnqR0JLEe0XY20g,1,1,1,0,1,1,0,1,0,0,1,1,1,0,4.5
clFbbzTwOm4k6loWZl0DGw,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.5
ONJBEPNFUv_uTglJOT8ctw,1,0,0,0,1,1,0,0,0,0,1,1,1,1,3.5
LD0OCq7t8er4CCDR7tov7g,1,0,0,0,1,1,0,0,0,0,1,1,1,0,4
r2IuwdvmEZycvudboTNg7A,1,0,1,0,0,1,0,0,0,0,1,1,1,0,2.5
Hb09xY41jKoQoCvt4JK0Xg,1,0,1,0,0,1,0,0,0,0,1,1,1,0,4
5tRxcP-pDVeZtcDU-FkQ9A,1,0,1,0,0,1,0,0,0,0,1,1,1,0,3.5
UUDGbu6-nK97evc2LaevGQ,1,0,1,0,1,1,0,0,0,0,1,1,1,1,4
BQfuY-6g6W3Ht5cXqk_BIw,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3
3eJMsl41qwhcYlvoTF1ElQ,1,1,1,0,1,1,0,0,0,0,1,1,1,1,3.5
j4DHb4tmK3QlK0gqpdnMeA,1,0,1,0,0,1,0,0,0,0,1,1,1,0,4
h2kkHQGhtVuFvMBlMY8NLw,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3.5
1ZW_rnoS2UBydTyc_0ikSQ,0,1,1,0,1,1,0,0,0,0,1,1,1,0,3.5
a6_NtXqNZQ6I-s0sSgz2Ug,1,1,0,0,1,1,0,1,0,0,1,1,0,0,2.5
UPzloPwTmQymKLht9epxbA,1,1,0,1,1,1,0,1,0,0,1,1,0,1,4
i-PnnY7TQvVpbPIHCfBodw,0,0,0,0,1,1,0,0,0,0,1,1,1,0,4.5
S-pwdOmtIPL2UCjQEvKROg,1,0,1,0,1,1,0,1,0,0,1,1,1,1,3.5
Ro7opPbuSZdL1igdatdTMw,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3.5
3LYlSKcml4fb4bmwztEN6g,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2.5
RoNdO1IbukR81iULOGw3tw,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4
cibqFIknNdNyJvdsBVpHtA,1,1,0,0,1,1,0,0,0,0,0,1,0,0,4
sAEf2gPg15otqUS198Ilrw,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4
Wg656ZGiBBK2Wpr-HJkB_Q,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2.5
Ch9GzsRI1gLCIfg6drnd6w,1,0,0,0,1,1,0,1,0,0,1,0,0,1,5
wdJiF4lIM8Toz-wbYaMLdA,1,0,0,0,1,1,0,1,0,0,1,0,1,1,4
gvA6j5Sm09ordwPqnLYiXA,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3
6WVx6tc0LTBV3Ajze9j9VA,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3
dQXxeDOOYGuZeblUmP6oiw,1,0,1,0,1,1,0,1,0,0,1,1,1,0,5
ue4vEPolKzgXiL7p2i7pwQ,1,0,1,0,0,1,0,1,0,0,1,1,1,1,3
tWoJMHMU-KUEeOFAcpENdg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5
rFoap6lcuZ2IU6WzQsH1yQ,1,0,1,0,1,1,0,0,0,0,1,1,0,1,3.5
